code,desc
3303,"Perfumes and toilet waters (excl. aftershave lotions, personal deodorants and hair lotions)"
3304,"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or suntan preparations (excl. medicaments); manicure or pedicure preparations"
3305,Preparations for use on the hair
3306,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders; yarn used to clean between the teeth ""dental floss"", in individual retail packages"
3307,"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and shower preparations, depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.; prepared room deodorisers, whether or not perfumed or having disinfectant properties"
3401,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not co"
3402,"Organic surface-active agents (excl. soap); surface-active preparations, washing preparations, incl. auxiliary washing preparations, and cleaning preparations, whether or not containing soap (excl. those of heading 3401)"
3403,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations based on lubricants; textile lubricant preparations and preparations of a kind used for the oil or grease treatment of textile materials, leath"
3404,Artificial waxes and prepared waxes
3405,"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, scouring pastes and powders and similar preparations, whether or not in the form of paper, wadding, felt, nonwovens, sponge plastics, cellular plastics or cellular rubber, impregnated, coated or covered with su"
3406,"Candles, tapers and the like"
3407,"Modelling pastes, incl. those put up for children's amusement; preparations known as ""dental wax"" or as ""dental impression compounds"", put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster ""of"
3501,"Casein, caseinates and other casein derivatives; casein glues (excl. those packaged as glue for retail sale and weighing net <= 1 kg)"
3502,"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, calculated on the dry matter, albuminates and other albumin derivatives"
3503,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, and gelatin derivatives; isinglass; other glues of animal origin (excl. those packaged as glue for retail sale and weighing net <= 1 kg, and casein glues of heading 3501)"
3504,"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide powder, whether or not chromed (excl. organic or inorganic compounds of mercury whether or not chemically defined)"
3505,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based on starches, dextrins or other modified starches (excl. those put up for retail sale and weighing net <= 1 kg)"
3506,"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, and weighing net <= 1 kg"
3507,"Enzymes; prepared enzymes, n.e.s."
3601,Propellent powders
3602,Prepared explosives (excl. propellent powders)
3603,"Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators (excl. grenade detonators and cartridge cases, whether or not with percussion caps)"
3604,"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excl. cartridge blanks)"
3605,Matches (excl. pyrotechnic articles of heading 3604)
3606,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine and similar products in tablets, sticks or similar forms, for use as fuel; alcohol-based fuels and prepared fuels of a similar kind, solid or in paste form; liquid gases and liquid fuels for lighters or igniters, i"
3701,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs"
3702,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed"
3703,"Photographic paper, paperboard and textiles, sensitised, unexposed"
3704,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"
3705,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard or textiles, cinematographic film and ready-to-use plates)"
3706,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting only of soundtrack"
3707,"Chemical preparations for photographic uses (excl. varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, in measured doses or put up for retail sale ready for use (excl. salts, precious-metal compounds and products of heading 2843 to 2846)"
3801,"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures"
3802,"Activated carbon; activated natural mineral products; animal black, whether or not spent"
3803,"Tall oil, whether or not refined"
3804,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, incl. lignin sulphonates (excl. tall oil, sodium hydroxide ""caustic soda"" and sulphate pitch)"
3805,"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent"
3806,"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"
3807,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar preparations based on rosin, resin acids or vegetable pitch (excl. Burgundy pitch, yellow pitch, stearin pitch, fatty acid pitch, fatty tar and glycerin pitch)"
3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth regulators, disinfectants and similar products, put up for retail sale or as preparations or articles, e.g. sulphur-treated bands, wicks and candles, and fly-papers"
3809,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s."
3810,"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding pastes and powders consisting of metal and other materials; preparations of a kind used as coatings or cores for welding electrodes or rods"
3811,"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils, incl. gasoline, or for other liquids used for the same purposes as mineral oils"
3812,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising preparations and other compound stabilisers for rubber or plastics"
3813,"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. full or empty fire-extinguishing devices, whether or not portable, unmixed chemically undefined products with fire-extinguishing properties in other forms)"
3814,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excl. nail varnish remover)"
3815,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators)"
3816,"Refractory cements, mortars, concretes and similar compositions (excl. preparations based on graphite or other carbonaceous substances)"
3817,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene (excl. mixed isomers of cyclic hydrocarbons)
3818,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, cylinders, rods or similar forms, or cut into discs, wafers or similar forms, whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed, e.g. by selective diffusi"
3819,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing petroleum oil or bituminous mineral oil, or containing < 70% petroleum oil or bituminous mineral oil by weight"
3820,Anti-freezing preparations and prepared de-icing fluids (excl. prepared additives for mineral oils or other liquids used for the same purposes as mineral oils)
3821,"Prepared culture media for the development or maintenance of micro-organisms ""incl. viruses and the like"" or of plant, human or animal cells"
3822,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, and certified reference materials (excl. compound diagnostic reagents designed to be administered to the patient, blood-grouping reagents, animal blood prepared for therapeutic, prophyl"
3823,Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols
3824,"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical or allied industries, incl. mixtures of natural products, n.e.s."
3825,"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; clinical waste, waste organic solvents, wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids and other wastes from chemical or allied industries (excl. wastes containing m"
3826,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum oils or oils obtained from bituminous minerals"
3901,"Polymers of ethylene, in primary forms"
3902,"Polymers of propylene or of other olefins, in primary forms"
3903,"Polymers of styrene, in primary forms"
3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms"
3905,"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, in primary forms"
3906,"Acrylic polymers, in primary forms"
3907,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms"
3908,"Polyamides, in primary forms"
3909,"Amino-resins, phenolic resins and polyurethanes, in primary forms"
3910,Silicones in primary forms
3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, n.e.s., in primary forms"
3912,"Cellulose and its chemical derivatives, n.e.s., in primary forms"
3913,"Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, chemical derivatives of natural rubber, n.e.s., in primary forms"
3914,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"
3915,"Waste, parings and scrap, of plastics"
3916,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, of plastics, whether or not surface-worked but not further worked"
3917,"Tubes, pipes and hoses, and fittings therefor, e.g. joints, elbows, flanges, of plastics"
3918,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics, in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper, the face side of which is grained, embo"
3919,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls (excl. floor, wall and ceiling coverings of heading 3918)"
3920,"Plates, sheets, film, foil and strip, of non-cellular plastics, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings"
3921,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly combined with other materials, or of cellular plastic, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall and ceiling coverings of heading 39"
3922,"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware, of plastics"
3923,"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other closures, of plastics"
3924,"Tableware, kitchenware, other household articles and toilet articles, of plastics (excl. baths, shower-baths, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware)"
3925,"Builders' ware of plastics, n.e.s."
3926,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."
4001,"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip"
4002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural rubber with synthetic rubber or factice, in primary forms or in plates, sheets or strip"
4003,"Reclaimed rubber in primary forms or in plates, sheets or strip"
4004,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"
4005,"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excl. mixtures of natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums containing synthetic rubber or factice derived from oils)"
4006,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and articles of unvulcanised rubber, incl. mixed rubber (excl. plates, sheets and strip which, apart from basic surface-working, have not been cut, or have merely been cut into square or rectangular shapes)"
4007,"Vulcanised rubber thread and cord (excl. ungimped single thread with a diameter of > 5 mm and textiles combined with rubber thread, e.g. textile-covered thread and cord)"
4008,"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excl. hard rubber)"
4009,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings, e.g. joints, elbows, flanges"
4010,"Conveyor or transmission belts or belting, of vulcanised rubber"
4011,"New pneumatic tyres, of rubber"
4012,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber"
4013,"Inner tubes, of rubber"
4014,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excl. hard rubber), with or without fittings of hard rubber, n.e.s. (excl. articles of apparel and clothing accessories, incl. gloves, for all purposes)"
4015,"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, of vulcanised rubber (excl. hard rubber and footwear and headgear and parts thereof)"
4016,"Articles of vulcanised rubber (excl. hard rubber), n.e.s."
4017,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s."
4101,"Raw hides and skins of bovine ""incl. buffalo"" or equine animals, fresh, or salted, dried, limed, pickled or otherwise preserved, whether or not dehaired or split (excl. tanned, parchment-dressed or further prepared)"
4102,"Raw skins of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, whether or not dehaired or split (excl. those with wool on, fleeces of Astrakhan, Caracul, Persian, Broadtail or similar lambs, or of Indian, Chinese, Mongolian or Tibetan lambs and tanned, parchment-dressed or f"
4103,"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether or not dehaired or split (excl. those of bovine animals, equine animals, sheep and lambs, those with wool on and those of goats or kids from Yemen, Mongolia or Tibet and tanned, parchment-dressed or further"
4104,"Tanned or crust hides and skins of bovine ""incl. buffalo"" or equine animals, without hair on, whether or not split (excl. further prepared)"
4105,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split (excl. further prepared)"
4106,"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without wool on, and leather of hairless animals, whether or not split (excl. further prepared and leather of bovine and equine animals, sheep and lambs)"
4107,"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of bovine ""incl. buffalo"" or equine animals, without hair on, whether or not split (excl. chamois leather, patent leather and patent laminated leather, and metallised leather)"
4112,"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of sheep or lambs, without wool on, whether or not split (excl. chamois leather, patent leather and patent laminated leather, and metallised leather)"
4113,"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of goats or kids, pigs, reptiles and other animals, without wool or hair on, and leather of hairless animals, whether or not split (excl. leather of bovine and equine animals, sheep and lambs, and chamois leather, paten"
4114,"Chamois leather, incl. combination chamois leather (excl. glacé-tanned leather subsequently treated with formaldehyde and leather stuffed with oil only after tanning); patent leather and patent laminated leather; metallised leather (excl. lacquered or metallised reconstituted leather)"
4115,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour"
4201,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, saddlebags, dog coats and the like, of any material (excl. harnesses for children and adults, riding whips and other goods of heading 6602)"
4202,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, handbags, shopping-bags, wallets,"
4203,"Articles of apparel and clothing accessories, of leather or composition leather (excl. footware and headgear and parts thereof, and goods of chapter 95, e.g. shin guards, fencing masks)"
4205,"Articles of leather or composition leather (excl. saddlery and harness bags; cases and similar containers; apparel and clothing accessories; whips, riding-crops and similar of heading 6602; furniture; lighting appliances; toys; games; sports articles; buttons and parts thereof; cuff links, bracelets or o"
4206,"Articles of gut, goldbeater's skin, bladders or tendons (excl. silkworm gut, sterile catgut, other sterile surgical suture material and strings for musical instruments)"
4301,"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery (excl. raw hides and skins of heading 4101, 4102 or 4103)"
4302,"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, unassembled, or assembled, without the addition of other materials (excl. clothing, clothing accessories and other furskin articles)"
4303,"Articles of apparel, clothing accessories and other furskin articles (excl. gloves made of leather and furskin, footware and headgear and parts thereof, and goods of chapter 95, e.g., toys, games and sports equipment)"
4304,"Artificial fur and articles thereof (excl. gloves made of leather and artificial fur, footware and headgear and parts thereof, and goods of chapter 95, e.g. toys, games and sports equipment)"
4401,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms"
4402,"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excl. wood charcoal used as a medicament, charcoal mixed with incense, activated charcoal and charcoal in the form of crayons)"
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.)"
4404,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood, wooden slats and strips and the like (excl. hoopwood cu"
4405,"Wood wool; wood flour ""wood powder able to pass through a fine"", 0,63 mm mesh, sieve with a residue of <= 8% by weight"
4406,"Railway or tramway sleepers ""cross-ties"" of wood"
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm"
4408,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm"
4409,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like"" along any of its edges, ends or faces, whether or not planed, sanded or end-jointed"
4410,"Particle board, oriented strand board ""OSB"" and similar board ""e.g. waferboard"" of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances (excl. fibreboard, veneered particle board, cellular wood panels and board of ligneous materials agglomerated wi"
4411,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents (excl. particle board, whether or not bonded with one or more sheets of fibreboard; laminated wood with a layer of plywood; composite panels with outer layers of fibreboard; paperboard;"
4412,"Plywood, veneered panel and similar laminated wood (excl. sheets of compressed wood, cellular wood panels, parquet panels or sheets, inlaid wood and sheets identifiable as furniture components)"
4413,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"
4414,"Wooden frames for paintings, photographs, mirrors or similar objects"
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood (excl. containers specially designed and equipped for one or more modes of transport)"
4416,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and shoetrees, of wood (excl. forms used in the manufacture of hats, forms of heading 8480, other machines and machine components, of wood)"
4418,"Builders' joinery and carpentry, of wood, incl. cellular wood panels, assembled flooring panels, shingles and shakes, of wood (excl. plywood panelling, blocks, strips and friezes for parquet flooring, not assembled, and pre-fabricated buildings)"
4419,"Tableware and kitchenware, of wood (excl. interior fittings, ornaments, cooperage products, tableware and kitchenware components of wood, brushes, brooms and hand sieves)"
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture (excl. furniture, lighting fixtures and parts thereof)"
4421,"Other articles of wood, n.e.s."
4501,"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered or ground cork"
4502,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets or strip, incl. sharp-edged blanks for corks or stoppers"
4503,"Articles of natural cork (excl. cork in square or rectangular blocks, plates, sheets or strips; sharp-edged blanks for corks or stoppers; footware and parts thereof; insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment"
4504,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excl. footware and parts thereof, insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof)"
4601,"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of plaiting materials, flat-woven or bound together in parallel, whether or not having the appearance of finished articles, e.g. mats, matting, screens (excl. wallcover"
4602,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from goods of heading 4601, and articles of loofah (excl. wallcoverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapt"
4701,"Mechanical wood pulp, not chemically treated"
4702,"Chemical wood pulp, dissolving grades"
4703,"Chemical wood pulp, soda or sulphate (excl. dissolving grades)"
4704,"Chemical wood pulp, sulphite (excl. dissolving grades)"
4705,Wood pulp obtained by a combination of mechanical and chemical pulping processes
4706,"Pulps of fibres derived from recovered ""waste and scrap"" paper or paperboard or of other fibrous cellulosic material (excl. wood)"
4707,"Recovered ""waste and scrap"" paper or paperboard (excl. paper wool)"
4801,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state"
4802,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls or in square or rectangular sheets, of any size, and handmade paper and paperboard (excl. newsprint of heading 4801 and paper of heading 4803)"
4803,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface-decorated or printed, in rolls of a width > 36 cm or in square or rec"
4804,"Uncoated kraft paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. goods of heading 4802 or 4803)"
4805,"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, not worked other than as specified in Note 3 to this chapter, n.e.s."
4806,"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state"
4807,"Composite paper and paperboard ""made by sticking flat layers of paper or paperboard together with an adhesive"", not surface-coated or impregnated, whether or not internally reinforced, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the u"
4808,"Corrugated paper and paperboard ""with or without glued flat surface sheets"", creped, crinkled, embossed or perforated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. goods of heading 4803)"
4809,"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, whether or not printed, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state"
4810,"Paper and paperboard, coated on one or both sides with kaolin ""China clay"" or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. all other coated pa"
4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809 and 4810)"
4812,"Filter blocks, slabs and plates, of paper pulp"
4813,"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"
4814,Wallpaper and similar wallcoverings of paper; window transparencies of paper
4816,"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets with no side measuring > 36 cm in the unfolded state, or cut into shapes other than rectangles or squares, together with full duplicator stencils and offset plates of pap"
4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery (excl. letter cards, postcards and correspondence cards with imprinted postage stamps)"
4818,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width <= 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, serviettes, bedsheets and similar household, sanitary or hospital"
4819,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres, n.e.s.; box files, letter trays, and similar articles, of paperboard of a kind used in offices, shops or the like"
4820,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting pads, binders, folders, file covers, manifold business forms, interleaved carbon sets and other articles of stationery, of paper or paperboard; albums for"
4821,"Paper or paperboard labels of all kinds, whether or not printed"
4822,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not perforated or hardened"
4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a width <= 36 cm, in rectangular or square sheets of which no side > 36 cm in the unfolded state, or cut to shape other than rectangular or square, and articles of paper pulp, paper, paperboard, cellulose wadding or"
4901,"Printed books, brochures and similar printed matter, whether or not in single sheets (excl. periodicals and publications which are essentially devoted to advertising)"
4902,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising material"
4903,"Children's picture, drawing or colouring books"
4904,"Music, printed or in manuscript, whether or not bound or illustrated"
4905,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical plans and globes, printed (excl. maps, plans and globes, in relief)"
4906,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitised paper and carbon copies of the foregoing"
4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title"
4908,"Transfers ""decalcomanias"""
4909,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings"
4910,"Calendars of any kinds, printed, incl. calendars blocks"
4911,"Printed matter, incl. printed pictures and photographs, n.e.s."
5001,Silkworm cocoons suitable for reeling
5002,"Raw silk ""non-thrown"""
5003,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"
5004,Silk yarn (excl. that spun from silk waste and that put up for retail sale)
5005,Yarn spun from silk waste (excl. that put up for retail sale)
5006,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"
5007,Woven fabrics of silk or of silk waste
5101,"Wool, neither carded nor combed"
5102,"Fine or coarse animal hair, neither carded nor combed (excl. wool, hair and bristles used in the manufacture of brooms and brushes, and horsehair from the mane or tail)"
5103,"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excl. garnetted stock, waste of hair and bristles used in the manufacture of brooms and brushes, and of horsehair from the mane or tail)"
5104,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"
5105,"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"
5106,Carded wool yarn (excl. that put up for retail sale)
5107,Yarn of combed wool (excl. that put up for retail sale)
5108,Carded or combed yarn of fine animal hair (excl. that of wool or that put up for retail sale)
5109,"Yarn of wool or fine animal hair, put up for retail sale"
5110,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put up for retail sale (excl. horsehair and yarn not joined together)"
5111,Woven fabrics of carded wool or of carded fine animal hair (excl. fabrics for technical use of heading 5911)
5112,Woven fabrics of combed wool or of combed fine animal hair (excl. fabrics for technical purposes of heading 5911)
5113,Woven fabrics of coarse animal hair or of horsehair (excl. fabrics for technical uses of heading 5911)
5201,"Cotton, neither carded nor combed"
5202,"Cotton waste, incl. yarn waste and garnetted stock"
5203,"Cotton, carded or combed"
5204,"Cotton sewing thread, whether or not put up for retail sale"
5205,"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excl. that put up for retail sale)"
5206,"Cotton yarn containing predominantly, but < 85% cotton by weight (excl. sewing thread and yarn put up for retail sale)"
5207,Cotton yarn put up for retail sale (excl. sewing thread)
5208,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"
5209,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m²"
5210,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing <= 200 g/m²"
